PFI,LOCALITY,GAZLOC,VICNAMESID,PFI_CR,UFI,UFI_CR,UFI_OLD,NAMESAKE,BROAD_CATEGORY1,LANGUAGE,DETAILS
205410128,TOORAK,TOORAK,103061,27/09/2005,468966771,24/10/2013,300945863,Plant,Nature,Indigenous,Local word 'turrak' meaning 'reedy grass' or 'weed in lagoon'
205407699,TOORONGO,TOORONGO,103063,27/09/2005,468966491,24/10/2013,300945332,Animal,Nature,Indigenous,Local word possibly meaning 'wing of bird'
205410193,TOOTGAROOK,TOOTGAROOK,103065,27/09/2005,468967468,24/10/2013,300942703,Terrain,Nature,Indigenous,Local word possibly meaning 'land of croaking frogs'
205410286,TOTTENHAM,TOTTENHAM,103071,27/09/2005,520447285,14/10/2016,468966694,Place in the UK,Place outside Australia,English,"Named for Tottenham, England"
205410387,TRAVANCORE,TRAVANCORE,103088,27/09/2005,468966652,24/10/2013,300945687,Place in India,Place outside Australia,Tamil,Named for the Kingdom of Travancore (Thiruvankode) in India
205410054,TREMONT,TREMONT,103093,27/09/2005,468966835,24/10/2013,300942926,Terrain,Nature,English,Meaning 'Mountain of trees'
205408583,TRUGANINA,TRUGANINA,103102,27/09/2005,532434173,26/05/2017,529719254,Public figure,Person,Nuenonne,One name given to Aboriginal Tasmanian woman Truganini
205408940,TUERONG,TUERONG,103105,27/09/2005,468967347,24/10/2013,300944042,Body part,Body part,Indigenous,Local word meaning 'lips' or 'mouth'
205409969,TULLAMARINE,TULLAMARINE,103108,27/09/2005,468966461,24/10/2013,300946099,Public figure,Person,Indigenous,"Named for 'Tullamareena', the name given to a young Wurundjeri boy, in term named after a flower"
205409380,TYABB,TYABB,103117,27/09/2005,468967313,24/10/2013,300943658,Terrain,Nature,Indigenous,Local word possibly meaning 'waterholes' or 'mudhole'
205409456,TYNONG,TYNONG,103123,27/09/2005,531371262,12/05/2017,520447291,Terrain,Nature,Indigenous,Local word possibly meaning 'plenty of fish'
205408734,TYNONG NORTH,TYNONG NORTH,103124,27/09/2005,468967003,24/10/2013,300944153,Terrain,Nature,Indigenous,Local word possibly meaning 'plenty of fish'
205410179,UPPER FERNTREE GULLY,UPPER FERNTREE GULLY,103141,27/09/2005,468966878,24/10/2013,312698427,Terrain,Nature,English,Possibly named after landscape painting called 'Fern Tree Gully'
205409148,UPPER PLENTY,UPPER PLENTY,103146,27/09/2005,518289335,2/09/2016,468966109,Terrain,Nature,English,"Named for the Plenty River, itself named by early European settlers for the landscapes promise of plenty"
205410019,UPWEY,UPWEY,103149,27/09/2005,468966881,24/10/2013,300942889,Place in the UK,Place outside Australia,English,"Named for a local estate, itself named after Upwey, England"
205410108,VERMONT,VERMONT,103157,27/09/2005,468966769,24/10/2013,314384885,Terrain,Nature,French,French for 'green hill'
205410022,VERMONT SOUTH,VERMONT SOUTH,103158,27/09/2005,468966796,24/10/2013,300942891,Terrain,Nature,French,French for 'green hill'
205409986,VERVALE,VERVALE,103159,27/09/2005,468967159,24/10/2013,300943019,Terrain,Nature,Scottish,"Probably means 'green valley', originally named Cora Lynn or Iona."
205410105,VIEWBANK,VIEWBANK,103163,27/09/2005,468966545,24/10/2013,300942792,Place in the UK,Place outside Australia,Scottish,From Viewbank in Scotland based off nearby estate
205408382,WALLAN,WALLAN,103193,27/09/2005,468966099,24/10/2013,300944264,Terrain,Nature,Indigenous,"Local word, possibly 'much rain' or 'round' (originally Wallan Wallan)"
205409593,WANDIN EAST,WANDIN EAST,103205,27/09/2005,468966687,24/10/2013,300943297,Terrain,Nature,Indigenous,Local word (contraction of 'Wandin Yalloack') meaning 'running creek or rivulet'
205409939,WANDIN NORTH,WANDIN NORTH,103206,27/09/2005,468966585,24/10/2013,300942979,Terrain,Nature,Indigenous,Local word (contraction of 'Wandin Yalloack') meaning 'running creek or rivulet'
205409933,WANTIRNA,WANTIRNA,103219,27/09/2005,468966784,24/10/2013,300941941,Terrain,Nature,Indigenous,"Local word meaning 'gurgling stream', originally Bayswater West"
205409720,WANTIRNA SOUTH,WANTIRNA SOUTH,103220,27/09/2005,526828930,24/02/2017,468966813,Terrain,Nature,Indigenous,"Local word meaning 'gurgling stream', originally Bayswater West"
205407853,WARBURTON,WARBURTON,103224,27/09/2005,468966413,24/10/2013,306170490,Local politician or judge,Person,English,Named for Charles Warburton Carr (originally Yankee Jim's)
205410202,WARNEET,WARNEET,103231,27/09/2005,497551530,1/06/2015,468967281,Terrain,Nature,Indigenous,"Local word for ""river"", originally Crouch's Beach"
205409597,WARRANDYTE,WARRANDYTE,103238,27/09/2005,468966553,24/10/2013,300943302,Local estate,Local estate,Indigenous,"Local words, possibly from 'warren' (to throw) and 'yte' (verbal ending). Originally Anderson's Creek, name taken from local estate of same name when renamed."
205410125,WARRANDYTE SOUTH,WARRANDYTE SOUTH,103239,27/09/2005,468966579,24/10/2013,300942818,Local estate,Local estate,Indigenous,"Local words, possibly from 'warren' (to throw) and 'yte' (verbal ending). Originally Anderson's Creek, name taken from local estate of same name when renamed."
205410227,WARRANWOOD,WARRANWOOD,103240,27/09/2005,468966625,24/10/2013,300942737,Portmanteau,Portmanteau,"English, Indigenous",Combination of 'Warrandyte' and 'Ringwood'
205410290,WATERWAYS,WATERWAYS,103259,27/09/2005,513238136,27/05/2016,468967028,Terrain,Nature,English,Residential estate named after water and wetlands in area
205410274,WATSONIA,WATSONIA,103260,27/09/2005,468966490,24/10/2013,300945802,Early European settler,Person,English,Named for Frank Watson
205410334,WATSONIA NORTH,WATSONIA NORTH,103261,27/09/2005,468966469,24/10/2013,300945823,Early European settler,Person,English,Named for Frank Watson
205410309,WATSONS CREEK,WATSONS CREEK,103262,27/09/2005,468966416,24/10/2013,300942617,Early European settler,Person,Scottish,Named for Sandy Watson
205409897,WATTLE GLEN,WATTLE GLEN,103269,27/09/2005,537535783,25/08/2017,527921238,Plant,Nature,English,Named for wattle trees in area
425641783,WEIR VIEWS,WEIR VIEWS,123253,21/02/2017,529679404,12/04/2017,528119235,Other local places,Other local places,English,Possibly named for proximity to Melton Reservoir
205408799,WERRIBEE,WERRIBEE,103295,27/09/2005,513238133,27/05/2016,468966846,Terrain,Nature,Indigenous,"Local word possibly meaning 'spine' or 'backbone' to describe the formation of the Werribee River, formerlly 'Arndell'"
205409004,WERRIBEE SOUTH,WERRIBEE SOUTH,103296,27/09/2005,468966892,24/10/2013,318747533,Terrain,Nature,Indigenous,"Local word possibly meaning 'spine' or 'backbone' to describe the formation of the Werribee River, formerlly 'Arndell'"
205408895,WESBURN,WESBURN,103298,27/09/2005,468966517,24/10/2013,300944004,Portmanteau,Portmanteau,English,"Combination of 'West' and 'Warburton', originally 'West Warburton'"
205410163,WEST FOOTSCRAY,WEST FOOTSCRAY,103301,27/09/2005,520447284,14/10/2016,468966677,Place in the UK,Place outside Australia,English,"Named after 'Foots Cray' in Kent, England"
205410013,WEST MELBOURNE,WEST MELBOURNE,103302,27/09/2005,468966700,24/10/2013,300942876,British politician,Person,English,"Named for British Prime Minister, William Lamb, 2nd Viscount Melbourne"
205410094,WESTMEADOWS,WESTMEADOWS,103306,27/09/2005,468966430,24/10/2013,300942782,Portmanteau,Portmanteau,English,Combination of 'West' and 'Broadmeadows'
205409840,WHEELERS HILL,WHEELERS HILL,103311,27/09/2005,522554318,25/11/2016,468966885,Early European settler,Person,English,Named for the Wheeler brothers
205408013,WHITTLESEA,WHITTLESEA,103320,27/09/2005,468966135,24/10/2013,300945055,Place in the UK,Place outside Australia,English,"Named for Whittlesea, England"
205408884,WILDWOOD,WILDWOOD,103330,27/09/2005,468966239,24/10/2013,300944136,Unknown,Unknown,Unknown,
209747025,WILLIAMS LANDING,WILLIAMS LANDING,103338,14/08/2007,520447289,14/10/2016,468966814,Military figure,Person,English,Named for Air Marshall Sir Richard Williams
205410046,WILLIAMSTOWN,WILLIAMSTOWN,103339,27/09/2005,514994489,24/06/2016,506992445,British nobility,Person,English,Named for King William IV of Great Britain
205410310,WILLIAMSTOWN NORTH,WILLIAMSTOWN NORTH,103340,27/09/2005,468966804,24/10/2013,300942620,British nobility,Person,English,Named for King William IV of Great Britain
205410356,WINDSOR,WINDSOR,103353,27/09/2005,468966808,24/10/2013,300942419,Place in the UK,Place outside Australia,English,Named for Windsor Castle
205408619,WOLLERT,WOLLERT,103369,27/09/2005,521916740,11/11/2016,468966295,Animal,Nature,Indigenous,Local word possibly meaning 'place inhabited by possums'
205409407,WONGA PARK,WONGA PARK,103374,27/09/2005,468966492,24/10/2013,300943468,Animal,Nature,Indigenous,Local word either a personal name or 'pigeon'. Formerly Warrandyte East.
205407428,WOODS POINT,WOODS POINT,103394,27/09/2005,468966219,24/10/2013,300945760,Early European settler,Person,English,Named after Mabille (or Harry) Woods. Formerly Wood's Junction and Cherry's Point.
205409154,WOODSTOCK,WOODSTOCK,103400,27/09/2005,468966242,24/10/2013,300942166,Place in the UK,Place outside Australia,English,"Probably named for Woodstock, UK"
205409287,WOORI YALLOCK,WOORI YALLOCK,103415,27/09/2005,468966565,24/10/2013,318529899,Terrain,Nature,Indigenous,Local word meaning 'running creek' or 'rivulet'
205408838,WYNDHAM VALE,WYNDHAM VALE,103443,27/09/2005,513238132,27/05/2016,509955793,Military figure,Person,English,Named for officer at the Battle of Waterloo
205410238,YALLAMBIE,YALLAMBIE,103453,27/09/2005,468966532,24/10/2013,300942462,Action,Action,Indigenous,Derived from local word meaning 'to rest' or 'remain'
205409128,YAN YEAN,YAN YEAN,103461,27/09/2005,522214191,18/11/2016,468966254,Public figure,Person,Indigenous,Name of a local involved in the Batman treaty (formerly written as 'Yan Yan')
205409021,YANNATHAN,YANNATHAN,103470,27/09/2005,468967243,24/10/2013,300943966,Action,Action,Indigenous,Local word meaning 'to walk'
205409054,YARRA GLEN,YARRA GLEN,103474,27/09/2005,468966368,24/10/2013,300943993,Terrain,Nature,Indigenous,"Local word 'Yarra Yarra', probably meaning 'ever flowing' or 'red gum trees'"
205409596,YARRA JUNCTION,YARRA JUNCTION,103475,27/09/2005,485349122,21/08/2014,468966638,Terrain,Nature,Indigenous,"Local word 'Yarra Yarra', probably meaning 'ever flowing' or 'red gum trees'"
205409667,YARRAMBAT,YARRAMBAT,103480,27/09/2005,536487951,3/08/2017,536429022,Terrain,Nature,Indigenous,Local word meaning 'high hills and pleasant views'
205410047,YARRAVILLE,YARRAVILLE,103481,27/09/2005,524579097,10/01/2017,468966724,Terrain,Nature,Indigenous,"Local word 'Yarra Yarra', probably meaning 'ever flowing' or 'red gum trees'"
205408822,YELLINGBO,YELLINGBO,103489,27/09/2005,468966699,24/10/2013,318529903,Public figure,Person,Indigenous,Possibly from the name of the last known local indigenous person in the area
205409355,YERING,YERING,103494,27/09/2005,468966427,24/10/2013,300943610,Terrain,Nature,Indigenous,Derived from local word 'Yerrang' meaning 'scrubby'
205409894,YUROKE,YUROKE,103506,27/09/2005,468966299,24/10/2013,300944864,Unknown,Unknown,Unknown,
